Time,TRABUCO,SULPHURCREEK,ELTORO,PALISADES,LAGUNABEACH,OCEANINSTITUTE,TUCKER,,,,
and,11,11,11,11,11,11.5,11,,,,
Date,Total,Total,Total,Total,Total,Total,Total,,,,
10/1/2023 0:00,0.13,0.11,0.01,0.01,0.02,0.04,0,,,,Data from PALISADES gauge used to estimate OCEANINSTITUTE 
10/2/2023 0:00,0,0,0.04,0,0,0,0,,,,
10/3/2023 0:00,0,0,0,0,0,0,0,,,,
10/4/2023 0:00,0,0,0,0,0,0,0,,,,
10/5/2023 0:00,0,0,0,0,0,0,0,,,,
10/6/2023 0:00,0,0,0,0,0,0,0,,,,
10/7/2023 0:00,0,0,0,0,0,0,0,,,,
10/8/2023 0:00,0,0,0,0,0,0,0,,,,
10/9/2023 0:00,0,0,0,0,0,0,0,,,,
10/10/2023 0:00,0,0,0,0,0,0,0,,,,
10/11/2023 0:00,0,0.02,0,0.04,0,0,0,,,,
10/12/2023 0:00,0,0.03,0.03,0.02,0.16,0.04,0,,,,
10/13/2023 0:00,0,0,0,0,0,0,0,,,,
10/14/2023 0:00,0,0,0,0,0,0,0,,,,
10/15/2023 0:00,0,0,0,0,0,0,0,,,,
10/16/2023 0:00,0,0,0,0,0,0,0,,,,
10/17/2023 0:00,0,0,0,0,0,0,0,,,,
10/18/2023 0:00,0,0,0,0,0,0,0,,,,
10/19/2023 0:00,0,0,0,0,0,0,0,,,,
10/20/2023 0:00,0,0,0,0,0,0,0,,,,
10/21/2023 0:00,0,0,0,0,0,0,0,,,,
10/22/2023 0:00,0,0,0,0,0,0,0,,,,
10/23/2023 0:00,0,0,0,0,0,0,0,,,,
10/24/2023 0:00,0,0.05,0,0,0.03,0,0,,,,
10/25/2023 0:00,0,0,0,0,0,0,0,,,,
10/26/2023 0:00,0,0,0,0,0,0,0,,,,
10/27/2023 0:00,0,0,0,0,0,0,0,,,,
10/28/2023 0:00,0,0,0,0,0,0,0,,,,
10/29/2023 0:00,0,0,0,0,0,0,0,,,,
10/30/2023 0:00,0,0,0,0,0,0,0,,,,
10/31/2023 0:00,0,0,0,0,0,0,0,,,,
11/1/2023 0:00,0,0,0,0,0,0,0,,,,
11/2/2023 0:00,0,0,0,0,0,0,0,,,,
11/3/2023 0:00,0,0,0,0,0,0,0,,,,
11/4/2023 0:00,0,0,0,0,0,0,0,,,,
11/5/2023 0:00,0,0,0,0,0,0,0,,,,
11/6/2023 0:00,0,0,0,0,0,0,0,,,,
11/7/2023 0:00,0,0,0,0,0,0,0,,,,
11/8/2023 0:00,0,0,0,0,0,0,0,,,,
11/9/2023 0:00,,0,0,0,0,0,0,,,,
11/10/2023 0:00,,0,0,0,0,0,0,,,,
11/11/2023 0:00,,0,0,0,0,0,0,,,,
11/12/2023 0:00,,0,0,0,0,0,0,,,,
11/13/2023 0:00,,0,0,0,0,0,0,,,,
11/14/2023 0:00,,0,0,0,0,0,0,,,,
11/15/2023 0:00,,0,0,0,0,0,0,,,,
11/16/2023 0:00,,0.54,0.49,0.58,0.51,0.51,0.39,,,,
11/17/2023 0:00,0,0,0.01,0,0,0,0.01,,,,
11/18/2023 0:00,0,0,0,0,0,0,0,,,,
11/19/2023 0:00,0,0.02,0.01,0.05,0.04,0.04,0,,,,
11/20/2023 0:00,0.01,0.02,0,0.04,0,0.08,0.01,,,,
11/21/2023 0:00,0,0,0.01,0,0,0,0,,,,
11/22/2023 0:00,0,0,0,0,0,0,0,,,,
11/23/2023 0:00,0,0,0,0,0,0,0,,,,
11/24/2023 0:00,0,0,0,0,0,0,0,,,,
11/25/2023 0:00,0,0,0,0,0,0,0.03,,,,
11/26/2023 0:00,0,0,0,0,0,0,0,,,,
11/27/2023 0:00,0,0,0,0,0,0,0,,,,
11/28/2023 0:00,0,0,0,0,0,0,0,,,,
11/29/2023 0:00,0,0,0,0,0,0,0,,,,
11/30/2023 0:00,0,0.02,0,0.09,0.04,0.2,0,,,,
12/1/2023 0:00,0,0.18,0,0.05,0.24,0.12,0,,,,
12/2/2023 0:00,0,0.01,0.01,0,0,0,0.01,,,,
12/3/2023 0:00,0,0,0,0,0,0,0,,,,
12/4/2023 0:00,0,0,0,0,0,0,0,,,,
12/5/2023 0:00,0,0,0,0,0,0,0,,,,
12/6/2023 0:00,0,0,0,0,0,0,0,,,,
12/7/2023 0:00,0,0,0,0,0,0,0,,,,
12/8/2023 0:00,0,0,0,0,0,0,0,,,,
12/9/2023 0:00,0,0,0,0,0,0,0,,,,
12/10/2023 0:00,0,0,0,0,0,0,0,,,,
12/11/2023 0:00,0,0,0,0,0,0,0,,,,
12/12/2023 0:00,0,0,0,0,0,0,0,,,,
12/13/2023 0:00,0,0,0,0,0,0,0,,,,
12/14/2023 0:00,0,0,0,0,0,0,0,,,,
12/15/2023 0:00,0,0,0,0,0,0,0,,,,
12/16/2023 0:00,0,0,0,0,0,0,0,,,,
12/17/2023 0:00,0,0,0,0,0,0,0,,,,
12/18/2023 0:00,0,0,0,0,0,0,0,,,,
12/19/2023 0:00,0.06,0.08,0.05,0,0.12,0,0.08,,,,
12/20/2023 0:00,0.01,0.02,0.02,0,0,0,0.05,,,,
12/21/2023 0:00,0.83,0.56,0.64,0.87,0.43,0.59,0.99,,,,
12/22/2023 0:00,0.07,0.35,0.23,0.28,0.35,0.28,0.07,,,,
12/23/2023 0:00,0.79,0.33,0.74,0.27,0.28,0.24,0.73,,,,
12/24/2023 0:00,0,0,0,0,0,0,0,,,,
12/25/2023 0:00,0,0,0,0,0,0,0,,,,
12/26/2023 0:00,0,0,0,0,0,0,0,,,,
12/27/2023 0:00,0,0,0.01,0,0,0,0.01,,,,
12/28/2023 0:00,0,0,0,0,0,0,0,,,,
12/29/2023 0:00,0,0,0,0,0,0,0,,,,
12/30/2023 0:00,0,0,0,0,0,0,0,,,,
12/31/2023 0:00,0.62,0.48,0.45,0.24,0.47,0.28,0.39,,,,
1/1/2024 0:00,0.07,0.07,0.12,0.13,0.04,0.08,0.13,,,,
1/2/2024 0:00,0.01,0,0,0,0,0,0,,,,
1/3/2024 0:00,0,0,0,0,0,0,0.01,,,,
1/4/2024 0:00,0.52,0.48,0.37,0.36,0.24,0.24,0.54,,,,
1/5/2024 0:00,0,0.01,0,0,0,0,0,,,,
1/6/2024 0:00,0,0,0,0,0,0,0,,,,
1/7/2024 0:00,0,0,0,0,0,0,0,,,,
1/8/2024 0:00,0.09,0.03,0.04,0,0,0,0.07,,,,
1/9/2024 0:00,0,0,0,0,0,0,0,,,,
1/10/2024 0:00,0,0,0,0,0,0,0,,,,
1/11/2024 0:00,0,0,0,0,0,0,0,,,,
1/12/2024 0:00,0.01,0.01,0.04,0,0,0,0.04,,,,
1/13/2024 0:00,0,0,0,0,0,0,0,,,,
1/14/2024 0:00,0,0,0,0,0,0,0,,,,
1/15/2024 0:00,0,0,0,0,0,0,0,,,,
1/16/2024 0:00,0,0,0,0,0,0,0,,,,
1/17/2024 0:00,0,0,0,0,0,0,0,,,,
1/18/2024 0:00,0,0,0,0,0,0,0,,,,
1/19/2024 0:00,0,0,0,0,0,0,0,,,,
1/20/2024 0:00,0,0,0,0,0,0,0,,,,
1/21/2024 0:00,0.77,0.72,0.83,0.84,0.71,0.71,0.84,,,,
1/22/2024 0:00,0.36,0.19,0.43,0.19,0.04,0.12,0.19,,,,
1/23/2024 0:00,1.09,0.97,0.78,0.99,0.94,0.91,1.28,,,,
1/24/2024 0:00,0,0.01,0.01,0,0,0,0,,,,
1/25/2024 0:00,0.01,0,0,0,0,0,0,,,,
1/26/2024 0:00,0.04,0.02,0.03,0.01,0,0,0.01,,,,
1/27/2024 0:00,0,0.01,0.01,0,0,0,0.01,,,,
1/28/2024 0:00,0,0,0,0,0,0,0,,,,
1/29/2024 0:00,0,0,0,0,0,0,0,,,,
1/30/2024 0:00,0,0,0,0,0,0,0,,,,
1/31/2024 0:00,0,0,0,0,0,0,0,,,,
2/1/2024 0:00,0,0,0,0,0,0,0,,,,
2/2/2024 0:00,1.44,1.53,1.23,1.87,1.06,1.97,1.25,,,,
2/3/2024 0:00,0.12,0.21,0.11,0.33,0.16,0.2,0.09,,,,
2/4/2024 0:00,0.01,0.01,0.01,0.01,0,0,0.03,,,,
2/5/2024 0:00,0.76,1.47,1.25,0.41,1.46,1.02,0.98,,,,
2/6/2024 0:00,3.4,3.04,2.62,3.11,2.36,2.95,3.71,,,,
2/7/2024 0:00,1.75,1.4,1.39,1.21,0.91,1.06,1.75,,,,
2/8/2024 0:00,0.84,0.48,0.5,0.61,0.35,0.79,0.9,,,,
2/9/2024 0:00,0.28,0.42,0.13,0.29,0.12,0.24,0.14,,,,
2/10/2024 0:00,0.13,0.22,0.15,0.22,0.24,0.16,0.01,,,,
2/11/2024 0:00,0,0,0,0,0,0,0,,,,
2/12/2024 0:00,0,0,0,0,0,0,0,,,,
2/13/2024 0:00,0,0,0,0,0,0,0,,,,
2/14/2024 0:00,0,0,0,0,0,0,0,,,,
2/15/2024 0:00,0,0,0,0,0,0,0,,,,
2/16/2024 0:00,0,0,0,0,0,0,0,,,,
2/17/2024 0:00,0,0,0,0,0,0,0,,,,
2/18/2024 0:00,0,0,0,0,0,0,0,,,,
2/19/2024 0:00,0,0.01,0,0.01,0,0,0.01,,,,
2/20/2024 0:00,0.2,0.17,0.17,0.13,0.24,0.2,0.41,,,,
2/21/2024 0:00,1.62,1.25,1.46,1.01,1.18,1.06,2.11,,,,
2/22/2024 0:00,0.67,0.29,0.32,0.16,0.24,0.16,0.61,,,,
2/23/2024 0:00,0.01,0.01,0.01,0,0,0,0.01,,,,
2/24/2024 0:00,0,0,0,0,0,0,0,,,,
2/25/2024 0:00,0,0,0,0,0,0,0,,,,
2/26/2024 0:00,0,0,0,0,0,0,0,,,,
2/27/2024 0:00,0,0,0,0.02,0,0,0.01,,,,
2/28/2024 0:00,0.03,0,0,0,0,0,0.05,,,,
2/29/2024 0:00,0,0,0.01,0,0,0,0,,,,
3/1/2024 0:00,0,0,0,0,0,0,0,,,,
3/2/2024 0:00,0.04,0.01,0,0,0,0,0.05,,,,
3/3/2024 0:00,0.88,0.17,0.59,0.17,0.24,0.12,1.23,,,,
3/4/2024 0:00,0.16,0.31,0.09,0.26,0.24,0.24,0.21,,,,
3/5/2024 0:00,0,0,0,0,0,0,0.01,,,,
3/6/2024 0:00,0,0,0,0,0,0,0,,,,
3/7/2024 0:00,0.53,0.64,0.53,0.57,0.39,0.47,0.53,,,,
3/8/2024 0:00,0.01,0.01,0,0,0,0,0.09,,,,
3/9/2024 0:00,0,0,0,0,0,0,0,,,,
3/10/2024 0:00,0,0,0,0,0,0,0.01,,,,
3/11/2024 0:00,0,0,0,0,0,0,0,,,,
3/12/2024 0:00,0,0.03,0,0,0,0,0,,,,
3/13/2024 0:00,0,0,0,0.03,0,0,0.01,,,,
3/14/2024 0:00,0,0,0,0,0,0,0,,,,
3/15/2024 0:00,0.01,0,0,0,0,0,0.01,,,,
3/16/2024 0:00,0.18,0,0,0,0,0,0.29,,,,
3/17/2024 0:00,0,0,0,0,0,0,0.01,,,,
3/18/2024 0:00,0,0,0,0,0,0,0,,,,
3/19/2024 0:00,0.24,0.08,0.23,0.1,0.04,0,0.12,,,,
3/20/2024 0:00,0,0,0,0.01,0,0,0.01,,,,
3/21/2024 0:00,0,0,0,0,0,0,0,,,,
3/22/2024 0:00,0,0,0,0.07,0,0,0,,,,
3/23/2024 0:00,0,0,0,0.01,0,0,0,,,,
3/24/2024 0:00,0.26,0.47,0.2,0.26,0.28,0.43,0.36,,,,
3/25/2024 0:00,0,0,0,0.07,0,0,0.03,,,,
3/26/2024 0:00,0,0,0,0,0,0,0,,,,
3/27/2024 0:00,0,0,0,0,0,0,0,,,,
3/28/2024 0:00,0,0,0,0,0,0,0.01,,,,
3/29/2024 0:00,0,0,0,0,0,0,0,,,,
3/30/2024 0:00,0,0,0,0,0,0,0,,,,
3/31/2024 0:00,1.94,1.72,1.47,1.37,1.3,1.22,2.16,,,,
4/1/2024 0:00,0.93,1.24,1.16,1.82,0.67,1.22,0.98,,,,
4/2/2024 0:00,0,0.01,0.01,0,0,0,0.14,,,,
4/3/2024 0:00,0,0,0,0,0,0,0,,,,
4/4/2024 0:00,0,0,0,0,0,0,0,,,,
4/5/2024 0:00,0.02,0.01,0.01,0.02,0,0,0.12,,,,
4/6/2024 0:00,0.33,0.31,0.42,0.1,0.24,0.08,0.15,,,,
4/7/2024 0:00,0,0,0,0,0,0,0.01,,,,
4/8/2024 0:00,0,0,0,0,0,0,0,,,,
4/9/2024 0:00,0,0,0,0.46,0,0,0,,,,
4/10/2024 0:00,0,0,0,0,0,0,0,,,,
4/11/2024 0:00,0,0,0,0,0,0,0,,,,
4/12/2024 0:00,0,0,0,0,0,0,0,,,,
4/13/2024 0:00,0,0,0,0,0,0,0,,,,
4/14/2024 0:00,0.52,0.27,0.36,0.1,0.28,0.08,0.59,,,,
4/15/2024 0:00,0.22,0.02,0.1,0.16,0.12,0,0.2,,,,
4/16/2024 0:00,0.01,0,0,0,0,0,0.04,,,,
4/17/2024 0:00,0,0,0,0,0,0,0.01,,,,
4/18/2024 0:00,0,0,0,0,0,0,0,,,,
4/19/2024 0:00,0,0,0,0,0,0,0,,,,
4/20/2024 0:00,0,0,0,0,0,0,0,,,,
4/21/2024 0:00,0,0,0,0,0,0,0,,,,
4/22/2024 0:00,0,0,0,0,0,0,0,,,,
4/23/2024 0:00,0.01,0,0,0.01,0,0,0.02,,,,
4/24/2024 0:00,0.05,0,0,0,0,0,0.06,,,,
4/25/2024 0:00,0,0,0,0,0,0,0,,,,
4/26/2024 0:00,0,0,0,0,0,0,0.01,,,,
4/27/2024 0:00,0.01,0,0,0.01,0,0,0.02,,,,
4/28/2024 0:00,0.01,0,0,0,0,0,0,,,,
4/29/2024 0:00,0,0,0,0,0,0,0,,,,
4/30/2024 0:00,0,0,0,0.07,0,0,0,,,,
5/1/2024 0:00,0,0,0,0.08,0,0,0,,,,
5/2/2024 0:00,0,0,0,0,0,0,0,,,,
5/3/2024 0:00,0,0,0,0,0,0,0,,,,
5/4/2024 0:00,0,0,0.01,0,0,0,0,,,,
5/5/2024 0:00,0,0.01,0.01,0.01,0,0,0.03,,,,
5/6/2024 0:00,0.25,0.15,0.09,0.06,0.08,0.04,0.3,,,,
5/7/2024 0:00,0,0,0,0,0,0,0,,,,
5/8/2024 0:00,0,0,0,0,0,0,0,,,,
5/9/2024 0:00,0,0,0,0,0,0,0,,,,
5/10/2024 0:00,0,0,0,0,0,0,0,,,,
5/11/2024 0:00,0,0,0,0,0,0,0,,,,
5/12/2024 0:00,0,0,0,0,0,0,0,,,,
5/13/2024 0:00,0,0,0,0,0,0,0,,,,
5/14/2024 0:00,0,0,0,0,0,0,0,,,,
5/15/2024 0:00,0,0,0,0,0,0,0,,,,
5/16/2024 0:00,0.01,0,0,0,0,0,0.01,,,,
5/17/2024 0:00,0.04,0,0.05,0,0.01,0,0.05,,,,
5/18/2024 0:00,0,0,0,0.01,0.03,0,0.02,,,,
5/19/2024 0:00,0.02,0,0,0,0,0,0.01,,,,
5/20/2024 0:00,0,0,0,0,0,0,0,,,,
5/21/2024 0:00,0,0.01,0,0,0,0,0,,,,
5/22/2024 0:00,0,0,0,0,0,0,0,,,,
5/23/2024 0:00,0,0,0,0,0,0,0,,,,
5/24/2024 0:00,0,0,0,0,0,0,0,,,,
5/25/2024 0:00,0,0,0,0,0,0,0.01,,,,
5/26/2024 0:00,0,0,0,0,0,0,0,,,,
5/27/2024 0:00,0,0,0,0,0,0,0,,,,
5/28/2024 0:00,0,0,0,0,0,0,0,,,,
5/29/2024 0:00,0,0,0,0,0,0,0,,,,
5/30/2024 0:00,0,0,0,0,0,0,0,,,,
5/31/2024 0:00,0,0,0,0,0,0,0,,,,
6/1/2024 0:00,0,0,0,0,0,0,0,,,,
6/2/2024 0:00,0,0,0,0,0,0,0,,,,
6/3/2024 0:00,0,0.02,0,0.01,0.04,0,0,,,,
6/4/2024 0:00,0,0,0,0,0,0,0,,,,
6/5/2024 0:00,0,0,0,0,0,0,0,,,,
6/6/2024 0:00,0,0,0,0,0,0,0,,,,
6/7/2024 0:00,0,0,0,0,0,0,0,,,,
6/8/2024 0:00,0,0.01,0,0.01,0.04,0,0,,,,
6/9/2024 0:00,0,0,0,0.01,0.01,0,0,,,,
6/10/2024 0:00,0,0.02,0,0.04,0.01,0,0,,,,
6/11/2024 0:00,0,0,0,0,0,0,0,,,,
6/12/2024 0:00,0,0,0,0,0,0,0,,,,
6/13/2024 0:00,0,0,0,0,0.01,0,0,,,,
6/14/2024 0:00,0,0,0,0,0,0,0,,,,
6/15/2024 0:00,0,0,0,0,0,0,0,,,,
6/16/2024 0:00,0,0,0,0,0,0,0,,,,
6/17/2024 0:00,0,0,0,0,0,0,0,,,,
6/18/2024 0:00,0,0,0,0,0,0,0,,,,
6/19/2024 0:00,0,0,0,0,0,0,0,,,,
6/20/2024 0:00,0,0,0,0,0,0,0,,,,
6/21/2024 0:00,0,0,0,0,0,0,0,,,,
6/22/2024 0:00,0,0,0,0,0,0,0,,,,
6/23/2024 0:00,0,0,0,0,0,0,0,,,,
6/24/2024 0:00,0,0,0,0,0,0,0,,,,
6/25/2024 0:00,0,0,0,0,0,0,0,,,,
6/26/2024 0:00,0,0,0,0,0,0,0,,,,
6/27/2024 0:00,0,0,0,0,0,0,0,,,,
6/28/2024 0:00,0,0,0,0,0,0,0,,,,
6/29/2024 0:00,0,0,0,0,0,0,0,,,,
6/30/2024 0:00,0,0,0,0,0,0,0,,,,
7/1/2024 0:00,0,0,0,0,0,0,0,,,,
7/2/2024 0:00,0,0,0,0,0,0,0,,,,
7/3/2024 0:00,0,0,0,0,0,0,0,,,,
7/4/2024 0:00,0,0,0,0,0,0,0,,,,
7/5/2024 0:00,0,0,0,0,0,0,0,,,,
7/6/2024 0:00,0,0,0,0,0,0,0,,,,
7/7/2024 0:00,0,0,0,0,0,0,0,,,,
7/8/2024 0:00,0,0,0,0,0,0,0,,,,
7/9/2024 0:00,0,0,0,0,0,0,0,,,,
7/10/2024 0:00,0,0,0,0,0,0,0,,,,
7/11/2024 0:00,0,0,0,0,0,0,0,,,,
7/12/2024 0:00,0,0,0,0,0,0,0,,,,
7/13/2024 0:00,0,0,0,0,0,0,0,,,,
7/14/2024 0:00,0,0,0,0,0,0,0,,,,
7/15/2024 0:00,0,0,0,0,0,0,0,,,,
7/16/2024 0:00,0,0,0,0,0,0,0,,,,
7/17/2024 0:00,0,0,0,0,0,0,0,,,,
7/18/2024 0:00,0,0,0,0,0,0,0,,,,
7/19/2024 0:00,0,0,0,0,0,0,0,,,,
7/20/2024 0:00,0,0,0,0,0,0,0,,,,
7/21/2024 0:00,0,0,0,0,0,0,0,,,,
7/22/2024 0:00,0,0,0,0,0,0,0,,,,
7/23/2024 0:00,0,0,0,0,0,0,0,,,,
7/24/2024 0:00,0,0,0,0,0,0,0,,,,
7/25/2024 0:00,0,0,0,0,0,0,0,,,,
7/26/2024 0:00,0,0,0,0,0,0,0,,,,
7/27/2024 0:00,0,0,0,0,0,0,0,,,,
7/28/2024 0:00,0,0,0,0,0,0,0,,,,
7/29/2024 0:00,0,0,0,0,0,0,0,,,,
7/30/2024 0:00,0,0,0,0,0,0,0,,,,
7/31/2024 0:00,0,0,0,0,0,0,0,,,,
8/1/2024 0:00,0,0,0,0,0,0,0,,,,
8/2/2024 0:00,0,0,0,0,0,0,0,,,,
8/3/2024 0:00,0,0,0,0,0,0,0,,,,
8/4/2024 0:00,0,0,0,0,0,0,0,,,,
8/5/2024 0:00,0,0,0,0,0,0,0,,,,
8/6/2024 0:00,0,0,0,0,0,0,0,,,,
8/7/2024 0:00,0,0,0,0,0,0,0,,,,
8/8/2024 0:00,0,0,0,0,0,0,0,,,,
8/9/2024 0:00,0,0,0,0,0,0,0,,,,
8/10/2024 0:00,0,0,0,0,0,0,0,,,,
8/11/2024 0:00,0,0,0,0,0,0,0,,,,
8/12/2024 0:00,0,0,0,0,0,0,0,,,,
8/13/2024 0:00,0,0,0,0,0,0,0,,,,
8/14/2024 0:00,0,0,0,0,0,0,0,,,,
8/15/2024 0:00,0,0,0,0,0,0,0,,,,
8/16/2024 0:00,0,0,0,0,0,0,0,,,,
8/17/2024 0:00,0,0,0,0,0,0,0,,,,
8/18/2024 0:00,0,0,0,0,0,0,0,,,,
8/19/2024 0:00,0,0,0,0,0,0,0,,,,
8/20/2024 0:00,0,0,0,0,0,0,0,,,,
8/21/2024 0:00,0,0,0,0,0,0,0,,,,
8/22/2024 0:00,0,0,0,0,0,0,0,,,,
8/23/2024 0:00,0,0,0,0,0,0,0,,,,
8/24/2024 0:00,0,0,0,0,0,0,0,,,,
8/25/2024 0:00,0,0,0,0,0,0,0,,,,
8/26/2024 0:00,0,0,0,0,0,0,0,,,,
8/27/2024 0:00,0,0,0,0,0,0,0,,,,
8/28/2024 0:00,0,0,0,0,0,0,0,,,,
8/29/2024 0:00,0,0,0,0,0,0,0,,,,
8/30/2024 0:00,0,0,0,0,0,0,0,,,,
8/31/2024 0:00,0,0,0,0,0,0,0,,,,
9/1/2024 0:00,0,0,0,0,0,0,0,,,,
9/2/2024 0:00,0,0,0,0,0,0,0,,,,
9/3/2024 0:00,0,0,0,0,0,0,0,,,,
9/4/2024 0:00,0,0,0,0,0,0,0,,,,
9/5/2024 0:00,0,0,0,0,0,0,0,,,,
9/6/2024 0:00,0,0,0,0,0,0,0,,,,
9/7/2024 0:00,0,0,0,0,0,0,0,,,,
9/8/2024 0:00,0,0,0,0,0,0,0,,,,
9/9/2024 0:00,0,0,0,0,0,0,0,,,,
9/10/2024 0:00,0,0,0,0,0,0,0,,,,
9/11/2024 0:00,0,0,0,0,0,0,0,,,,
9/12/2024 0:00,0,0,0,0,0,0,0,,,,
9/13/2024 0:00,0,0,0,0,0,0,0,,,,
9/14/2024 0:00,0,0,0,0,0,0,0,,,,
9/15/2024 0:00,0,0,0,0,0,0,0,,,,
9/16/2024 0:00,0,0,0,0,0,0,0.05,,,,
9/17/2024 0:00,0,0,0,0,0.02,0,0.05,,,,
9/18/2024 0:00,0,0,0,0,0.02,0,0,,,,
9/19/2024 0:00,0,0,0,0,0,0,0,,,,
9/20/2024 0:00,0.01,0,0.03,0,0,0,0.04,,,,
9/21/2024 0:00,0,0,0,0,0,0,0,,,,
9/22/2024 0:00,0,0,0,0,0,0,0,,,,
9/23/2024 0:00,0,0,0,0,0,0,0,,,,
9/24/2024 0:00,0,0,0,0,0,0,0,,,,
9/25/2024 0:00,0,0,0,0,0,0,0,,,,
9/26/2024 0:00,0,0,0,0,0,0,0,,,,
9/27/2024 0:00,0,0,0,0,0,0,0,,,,
9/28/2024 0:00,0,0,0,0,0,0,0,,,,
9/29/2024 0:00,0,0,0,0,0,0,0,,,,
9/30/2024 0:00,0,0,0,0,0,0,0,,,,
10/1/2024 0:00,0,0,0,0,0,0,0,,,,
10/2/2024 0:00,0,0,0,0,0,0,0,,,,
